nodeName	altName	nodeAttr[nodesPresent, ]
Rv0041	NA	orangered4
Rv0110	NA	orangered4
Rv0175	NA	orangered4
Rv0232	NA	orangered4
Rv0486	NA	orangered4
Rv0580c	NA	orangered4
Rv0739	NA	orangered4
Rv0970	NA	orangered4
Rv0998	NA	orangered4
Rv1055	NA	orangered4
Rv1150	NA	orangered4
Rv1334	NA	orangered4
Rv1336	NA	orangered4
Rv1400c	NA	orangered4
Rv1409	NA	orangered4
Rv1415	NA	orangered4
Rv1566c	NA	orangered4
Rv1814	NA	orangered4
Rv2122c	NA	orangered4
Rv2238c	NA	orangered4
Rv2540c	NA	orangered4
Rv2558	NA	orangered4
Rv2898c	NA	orangered4
Rv3038c	NA	orangered4
Rv3414c	NA	orangered4
Rv3611	NA	orangered4
Rv3674c	NA	orangered4
Rv3678c	NA	orangered4
Rv3724	NA	orangered4
