fromNode	toNode	weight	direction	fromAltName	toAltName
7829	11556	0.00500807404477561	undirected	NA	NA
7829	11637	0.0146211808154549	undirected	NA	NA
7829	14976	0.0803433522709675	undirected	NA	NA
8125	9041	0.0765967613888917	undirected	NA	NA
8125	9533	0.091086702296762	undirected	NA	NA
8125	10074	0.117204567651376	undirected	NA	NA
8125	10906	0.205112413389032	undirected	NA	NA
8125	11144	0.0405946172848727	undirected	NA	NA
8125	11556	0.199834870835103	undirected	NA	NA
8125	11637	0.139754792448235	undirected	NA	NA
8125	14976	0.13280716613621	undirected	NA	NA
9041	9533	0.0270495278308465	undirected	NA	NA
9041	10074	0.153258830320905	undirected	NA	NA
9041	10906	0.0942704771562455	undirected	NA	NA
9041	11144	0.0817766965586218	undirected	NA	NA
9041	11556	0.0868304533449452	undirected	NA	NA
9041	11637	0.104040853522675	undirected	NA	NA
9041	14976	0.164941673557431	undirected	NA	NA
9533	10074	0.022216812484427	undirected	NA	NA
9533	10906	0.163863654781095	undirected	NA	NA
9533	11144	0.0100504950638831	undirected	NA	NA
9533	11556	0.140746833891582	undirected	NA	NA
9533	11637	0.121082601535397	undirected	NA	NA
9533	14976	0.043199962031009	undirected	NA	NA
10074	10906	0.142626704059273	undirected	NA	NA
10074	11144	0.250038449477729	undirected	NA	NA
10074	11556	0.124202041674798	undirected	NA	NA
10074	11637	0.234711033817142	undirected	NA	NA
10074	14976	0.593057326099715	undirected	NA	NA
10906	11144	0.0662554634722475	undirected	NA	NA
10906	11556	0.26864989379408	undirected	NA	NA
10906	11637	0.286771538745094	undirected	NA	NA
10906	14976	0.180035838472711	undirected	NA	NA
11144	11556	0.0406675189845972	undirected	NA	NA
11144	11637	0.0910321730013443	undirected	NA	NA
11144	14976	0.256480262908021	undirected	NA	NA
11556	11637	0.290695674442533	undirected	NA	NA
11556	14976	0.174301188931133	undirected	NA	NA
11637	14976	0.295747373681584	undirected	NA	NA
