nodeName	altName	nodeAttr[nodesPresent, ]
1751	NA	blue3
2069	NA	blue3
2342	NA	blue3
2574	NA	blue3
2605	NA	blue3
2824	NA	blue3
3783	NA	blue3
3981	NA	blue3
4521	NA	blue3
5274	NA	blue3
5817	NA	blue3
6409	NA	blue3
6485	NA	blue3
6947	NA	blue3
7319	NA	blue3
7569	NA	blue3
7963	NA	blue3
8012	NA	blue3
8817	NA	blue3
9828	NA	blue3
9897	NA	blue3
10150	NA	blue3
10635	NA	blue3
10686	NA	blue3
10758	NA	blue3
11119	NA	blue3
11612	NA	blue3
12891	NA	blue3
13284	NA	blue3
13359	NA	blue3
13944	NA	blue3
14412	NA	blue3
15445	NA	blue3
15604	NA	blue3
