nodeName	altName	nodeAttr[nodesPresent, ]
379	NA	blue4
393	NA	blue4
535	NA	blue4
779	NA	blue4
964	NA	blue4
1818	NA	blue4
1863	NA	blue4
1946	NA	blue4
1950	NA	blue4
3230	NA	blue4
3404	NA	blue4
3428	NA	blue4
3687	NA	blue4
4252	NA	blue4
4728	NA	blue4
4805	NA	blue4
4806	NA	blue4
4845	NA	blue4
5012	NA	blue4
5502	NA	blue4
5582	NA	blue4
5964	NA	blue4
6271	NA	blue4
6411	NA	blue4
6432	NA	blue4
6440	NA	blue4
6902	NA	blue4
7322	NA	blue4
7360	NA	blue4
7771	NA	blue4
7866	NA	blue4
8006	NA	blue4
8015	NA	blue4
8190	NA	blue4
9050	NA	blue4
9342	NA	blue4
10288	NA	blue4
10617	NA	blue4
10628	NA	blue4
12076	NA	blue4
12342	NA	blue4
12530	NA	blue4
12658	NA	blue4
12887	NA	blue4
12937	NA	blue4
13293	NA	blue4
13344	NA	blue4
13853	NA	blue4
15682	NA	blue4
