nodeName	altName	nodeAttr[nodesPresent, ]
Rv0203	NA	palevioletred3
Rv0234c	NA	palevioletred3
Rv0457c	NA	palevioletred3
Rv0726c	NA	palevioletred3
Rv1026	NA	palevioletred3
Rv1042c	NA	palevioletred3
Rv1075c	NA	palevioletred3
Rv1164	NA	palevioletred3
Rv1339	NA	palevioletred3
Rv1732c	NA	palevioletred3
Rv1944c	NA	palevioletred3
Rv2078	NA	palevioletred3
Rv2185c	NA	palevioletred3
Rv2280	NA	palevioletred3
Rv2403c	NA	palevioletred3
Rv2404c	NA	palevioletred3
Rv2454c	NA	palevioletred3
Rv2467	NA	palevioletred3
Rv2568c	NA	palevioletred3
Rv2958c	NA	palevioletred3
Rv2971	NA	palevioletred3
Rv3280	NA	palevioletred3
Rv3463	NA	palevioletred3
Rv3667	NA	palevioletred3
Rv3761c	NA	palevioletred3
Rv3857c	NA	palevioletred3
Rv3914	NA	palevioletred3
