nodeName	altName	nodeAttr[nodesPresent, ]
Rv0066c	NA	green
Rv0152c	NA	green
Rv0278c	NA	green
Rv0365c	NA	green
Rv0377	NA	green
Rv0557	NA	green
Rv0566c	NA	green
Rv0618	NA	green
Rv0621	NA	green
Rv0672	NA	green
Rv0833	NA	green
Rv0917	NA	green
Rv1084	NA	green
Rv1087	NA	green
Rv1214c	NA	green
Rv1224	NA	green
Rv1231c	NA	green
Rv1295	NA	green
Rv1325c	NA	green
Rv1463	NA	green
Rv1530	NA	green
Rv1578c	NA	green
Rv1583c	NA	green
Rv1630	NA	green
Rv1893	NA	green
Rv1947	NA	green
Rv2065	NA	green
Rv2186c	NA	green
Rv2303c	NA	green
Rv2320c	NA	green
Rv2350c	NA	green
Rv2380c	NA	green
Rv2446c	NA	green
Rv2489c	NA	green
Rv2515c	NA	green
Rv2742c	NA	green
Rv2751	NA	green
Rv2793c	NA	green
Rv2812	NA	green
Rv2897c	NA	green
Rv2900c	NA	green
Rv3258c	NA	green
Rv3367	NA	green
Rv3428c	NA	green
Rv3547	NA	green
Rv3580c	NA	green
Rv3594	NA	green
Rv3608c	NA	green
Rv3626c	NA	green
Rv3634c	NA	green
Rv3659c	NA	green
Rv3660c	NA	green
Rv3670	NA	green
Rv3826	NA	green
Rv3875	NA	green
