nodeName	altName	nodeAttr[nodesPresent, ]
Rv0011c	NA	purple
Rv0158	NA	purple
Rv0201c	NA	purple
Rv0267	NA	purple
Rv0283	NA	purple
Rv0404	NA	purple
Rv0675	NA	purple
Rv0688	NA	purple
Rv0830	NA	purple
Rv0896	NA	purple
Rv0969	NA	purple
Rv1109c	NA	purple
Rv1177	NA	purple
Rv1382	NA	purple
Rv1383	NA	purple
Rv1421	NA	purple
Rv1422	NA	purple
Rv1440	NA	purple
Rv1450c	NA	purple
Rv1452c	NA	purple
Rv1499	NA	purple
Rv1537	NA	purple
Rv1567c	NA	purple
Rv1679	NA	purple
Rv1759c	NA	purple
Rv1768	NA	purple
Rv1903	NA	purple
Rv2193	NA	purple
Rv2205c	NA	purple
Rv2401	NA	purple
Rv2554c	NA	purple
Rv2622	NA	purple
Rv2759c	NA	purple
Rv2762c	NA	purple
Rv2773c	NA	purple
Rv2841c	NA	purple
Rv2927c	NA	purple
Rv2929	NA	purple
Rv2956	NA	purple
Rv3095	NA	purple
Rv3167c	NA	purple
Rv3221c	NA	purple
Rv3223c	NA	purple
Rv3309c	NA	purple
Rv3376	NA	purple
Rv3561	NA	purple
Rv3640c	NA	purple
Rv3747	NA	purple
Rv3748	NA	purple
Rv3800c	NA	purple
Rv3897c	NA	purple
