nodeName	altName	nodeAttr[nodesPresent, ]
Rv0002	NA	pink
Rv0042c	NA	pink
Rv0146	NA	pink
Rv0207c	NA	pink
Rv0238	NA	pink
Rv0746	NA	pink
Rv0871	NA	pink
Rv0911	NA	pink
Rv0933	NA	pink
Rv0973c	NA	pink
Rv1135c	NA	pink
Rv1144	NA	pink
Rv1184c	NA	pink
Rv1229c	NA	pink
Rv1321	NA	pink
Rv1322	NA	pink
Rv1487	NA	pink
Rv1615	NA	pink
Rv1663	NA	pink
Rv1669	NA	pink
Rv1707	NA	pink
Rv1810	NA	pink
Rv1830	NA	pink
Rv1871c	NA	pink
Rv1924c	NA	pink
Rv1982c	NA	pink
Rv2094c	NA	pink
Rv2110c	NA	pink
Rv2115c	NA	pink
Rv2145c	NA	pink
Rv2172c	NA	pink
Rv2328	NA	pink
Rv2382c	NA	pink
Rv2387	NA	pink
Rv2417c	NA	pink
Rv2525c	NA	pink
Rv2750	NA	pink
Rv2904c	NA	pink
Rv2930	NA	pink
Rv2939	NA	pink
Rv2957	NA	pink
Rv3235	NA	pink
Rv3243c	NA	pink
Rv3248c	NA	pink
Rv3270	NA	pink
Rv3277	NA	pink
Rv3484	NA	pink
Rv3489	NA	pink
Rv3490	NA	pink
Rv3567c	NA	pink
Rv3773c	NA	pink
Rv3783	NA	pink
Rv3821	NA	pink
Rv3822	NA	pink
