fromNode	toNode	weight	direction	fromAltName	toAltName
148	458	0.0103907880827335	undirected	NA	NA
148	571	0.20868735970762	undirected	NA	NA
148	803	0.0417087563247542	undirected	NA	NA
148	890	0.141345429710614	undirected	NA	NA
148	1363	0.203165473171851	undirected	NA	NA
148	1531	0.203387706273156	undirected	NA	NA
148	1618	0.287107153257657	undirected	NA	NA
148	1658	0.239001905369435	undirected	NA	NA
148	2067	0.165558116390564	undirected	NA	NA
148	2462	0.200179622742246	undirected	NA	NA
148	2683	0.230230045034437	undirected	NA	NA
148	2889	0.190638098546669	undirected	NA	NA
148	3256	0.10904157342403	undirected	NA	NA
148	3487	0.0614660834751169	undirected	NA	NA
148	3682	0.145012741476222	undirected	NA	NA
148	3756	0.139449231152586	undirected	NA	NA
148	3912	0.184868219637285	undirected	NA	NA
148	4652	0.0881572923977744	undirected	NA	NA
148	4829	0.164827107404544	undirected	NA	NA
148	5248	0.123574877726524	undirected	NA	NA
148	5396	0.26831167753973	undirected	NA	NA
148	5407	0.196615896560841	undirected	NA	NA
148	5932	0.0798550952527596	undirected	NA	NA
148	5979	0.0672550171218879	undirected	NA	NA
148	6014	0.228418167940816	undirected	NA	NA
148	6064	0.206923930407443	undirected	NA	NA
148	6312	0.271100125258513	undirected	NA	NA
148	6992	0.191762165627842	undirected	NA	NA
148	6996	0.117549626736808	undirected	NA	NA
148	7078	0.209226008000858	undirected	NA	NA
148	7275	0.21000332178352	undirected	NA	NA
148	7630	0.161290710794638	undirected	NA	NA
148	8046	0.169326759115674	undirected	NA	NA
148	8214	0.130355850272887	undirected	NA	NA
148	8228	0.219406578707709	undirected	NA	NA
148	8424	0.0869477600666962	undirected	NA	NA
148	8496	0.174061330222251	undirected	NA	NA
148	9038	0.242851252996156	undirected	NA	NA
148	9453	0.239396637563975	undirected	NA	NA
148	10037	0.175610474018197	undirected	NA	NA
148	10301	0.122921465967013	undirected	NA	NA
148	10374	0.100078580911883	undirected	NA	NA
148	10499	0.244589583263326	undirected	NA	NA
148	10943	0.0893929047718308	undirected	NA	NA
148	11132	0.20761787953624	undirected	NA	NA
148	11201	0.251528697640777	undirected	NA	NA
148	12179	0.0454900767159906	undirected	NA	NA
148	12223	0.194674821010954	undirected	NA	NA
148	12553	0.252272118651302	undirected	NA	NA
148	13220	0.0492875397958558	undirected	NA	NA
148	14159	0.183352210015063	undirected	NA	NA
148	14509	0.240402491212236	undirected	NA	NA
148	14552	0.259715075191148	undirected	NA	NA
148	15091	0.204509953830498	undirected	NA	NA
148	15117	0.114694747638717	undirected	NA	NA
458	571	0.0113618425484029	undirected	NA	NA
458	803	0.000323674099167408	undirected	NA	NA
458	890	0.000916885170956039	undirected	NA	NA
458	1363	0.000591049115127494	undirected	NA	NA
458	1531	0.00796921186927592	undirected	NA	NA
458	1618	0.00263823675514222	undirected	NA	NA
458	1658	0.00355746098373703	undirected	NA	NA
458	2067	0.00033759420651762	undirected	NA	NA
458	2462	0.00067872204002324	undirected	NA	NA
458	2683	0.00756171163758291	undirected	NA	NA
458	2889	0.000369213789913856	undirected	NA	NA
458	3256	0.000197555976784148	undirected	NA	NA
458	3487	0.00294407324883604	undirected	NA	NA
458	3682	0.000263864596824114	undirected	NA	NA
458	3756	4.17797952964802e-05	undirected	NA	NA
458	3912	0.00485628860161907	undirected	NA	NA
458	4652	0.000688404230475519	undirected	NA	NA
458	4829	0.000371315203420811	undirected	NA	NA
458	5248	0.000804040265697845	undirected	NA	NA
458	5396	0.00204329853646708	undirected	NA	NA
458	5407	0.00160828441996045	undirected	NA	NA
458	5932	0.00048429953399875	undirected	NA	NA
458	5979	0.000579640405990457	undirected	NA	NA
458	6014	0.00114490678453549	undirected	NA	NA
458	6064	0.000674052080986006	undirected	NA	NA
458	6312	0.00453138747791656	undirected	NA	NA
458	6992	0.0299492335877694	undirected	NA	NA
458	6996	0.000442137785860803	undirected	NA	NA
458	7078	0.000449805506287642	undirected	NA	NA
458	7275	0.0036840449444515	undirected	NA	NA
458	7630	0.000883981874826669	undirected	NA	NA
458	8046	0.000237733149388163	undirected	NA	NA
458	8214	0.0153131901183261	undirected	NA	NA
458	8228	0.00195186431830098	undirected	NA	NA
458	8424	0.109954740981794	undirected	NA	NA
458	8496	0.00334974043650181	undirected	NA	NA
458	9038	0.0287234810604231	undirected	NA	NA
458	9453	0.000635375047086876	undirected	NA	NA
458	10037	0.000935366705919656	undirected	NA	NA
458	10301	0.0139608457959963	undirected	NA	NA
458	10374	0.00050072298634229	undirected	NA	NA
458	10499	0.0113359173867935	undirected	NA	NA
458	10943	0.0833021244462818	undirected	NA	NA
458	11132	0.00377871890466729	undirected	NA	NA
458	11201	0.0284505836223009	undirected	NA	NA
458	12179	0.0257946618411061	undirected	NA	NA
458	12223	0.000879531414819768	undirected	NA	NA
458	12553	0.00723937884876176	undirected	NA	NA
458	13220	7.93164781595488e-05	undirected	NA	NA
458	14159	0.000543889821368003	undirected	NA	NA
458	14509	0.0102544688402979	undirected	NA	NA
458	14552	0.036665879266436	undirected	NA	NA
458	15091	0.00133205081231141	undirected	NA	NA
458	15117	0.000407549227987454	undirected	NA	NA
571	803	0.0416121908881621	undirected	NA	NA
571	890	0.182989363537935	undirected	NA	NA
571	1363	0.163601976060487	undirected	NA	NA
571	1531	0.322215341181452	undirected	NA	NA
571	1618	0.258823219591804	undirected	NA	NA
571	1658	0.315143966639276	undirected	NA	NA
571	2067	0.190328755997017	undirected	NA	NA
571	2462	0.117407444735864	undirected	NA	NA
571	2683	0.239475882341535	undirected	NA	NA
571	2889	0.147195330591889	undirected	NA	NA
571	3256	0.0939075812019357	undirected	NA	NA
571	3487	0.109195037309418	undirected	NA	NA
571	3682	0.135130911835639	undirected	NA	NA
571	3756	0.11274244573857	undirected	NA	NA
571	3912	0.313013804834512	undirected	NA	NA
571	4652	0.0932444376925291	undirected	NA	NA
571	4829	0.143223339192866	undirected	NA	NA
571	5248	0.169233549804705	undirected	NA	NA
571	5396	0.18003095898971	undirected	NA	NA
571	5407	0.168880144603473	undirected	NA	NA
571	5932	0.0820524215375448	undirected	NA	NA
571	5979	0.0720374760537771	undirected	NA	NA
571	6014	0.258904731452214	undirected	NA	NA
571	6064	0.218052131616691	undirected	NA	NA
571	6312	0.288486378323738	undirected	NA	NA
571	6992	0.233609689485547	undirected	NA	NA
571	6996	0.104119662548958	undirected	NA	NA
571	7078	0.215843037885072	undirected	NA	NA
571	7275	0.278336758630375	undirected	NA	NA
571	7630	0.107074406795509	undirected	NA	NA
571	8046	0.167144857604409	undirected	NA	NA
571	8214	0.242332023888628	undirected	NA	NA
571	8228	0.13856439855895	undirected	NA	NA
571	8424	0.0866957447464907	undirected	NA	NA
571	8496	0.132992597740614	undirected	NA	NA
571	9038	0.293764894810131	undirected	NA	NA
571	9453	0.223645170821865	undirected	NA	NA
571	10037	0.206212464858212	undirected	NA	NA
571	10301	0.16747735093571	undirected	NA	NA
571	10374	0.0714688536360013	undirected	NA	NA
571	10499	0.245855653774901	undirected	NA	NA
571	10943	0.0772049307368166	undirected	NA	NA
571	11132	0.290411748390354	undirected	NA	NA
571	11201	0.271028663977259	undirected	NA	NA
571	12179	0.0674571837032522	undirected	NA	NA
571	12223	0.182612295961654	undirected	NA	NA
571	12553	0.201820577076113	undirected	NA	NA
571	13220	0.0390009078503932	undirected	NA	NA
571	14159	0.155504180225804	undirected	NA	NA
571	14509	0.178135022962298	undirected	NA	NA
571	14552	0.320018685435079	undirected	NA	NA
571	15091	0.137950208283499	undirected	NA	NA
571	15117	0.104380739441208	undirected	NA	NA
803	890	0.091461094451575	undirected	NA	NA
803	1363	0.31319453484674	undirected	NA	NA
803	1531	0.022229510136046	undirected	NA	NA
803	1618	0.160731587899124	undirected	NA	NA
803	1658	0.0681750472448589	undirected	NA	NA
803	2067	0.196313121993425	undirected	NA	NA
803	2462	0.305140356828526	undirected	NA	NA
803	2683	0.153889055255394	undirected	NA	NA
803	2889	0.311235077976244	undirected	NA	NA
803	3256	0.278276168764739	undirected	NA	NA
803	3487	0.0774410776093513	undirected	NA	NA
803	3682	0.256788421348352	undirected	NA	NA
803	3756	0.150403411201926	undirected	NA	NA
803	3912	0.0458913717194461	undirected	NA	NA
803	4652	0.253816608534144	undirected	NA	NA
803	4829	0.251050774481586	undirected	NA	NA
803	5248	0.159148998324567	undirected	NA	NA
803	5396	0.242502636782749	undirected	NA	NA
803	5407	0.0562906257474955	undirected	NA	NA
803	5932	0.266753103053619	undirected	NA	NA
803	5979	0.126260264116326	undirected	NA	NA
803	6014	0.161690627385054	undirected	NA	NA
803	6064	0.0957388981960776	undirected	NA	NA
803	6312	0.102068689346536	undirected	NA	NA
803	6992	0.0503801027612871	undirected	NA	NA
803	6996	0.0466126340486676	undirected	NA	NA
803	7078	0.180520110113733	undirected	NA	NA
803	7275	0.0373217905087112	undirected	NA	NA
803	7630	0.335236782986665	undirected	NA	NA
803	8046	0.236685491358422	undirected	NA	NA
803	8214	0.0288548721636251	undirected	NA	NA
803	8228	0.243618559042443	undirected	NA	NA
803	8424	0.0165906656435324	undirected	NA	NA
803	8496	0.0775851016731009	undirected	NA	NA
803	9038	0.0152604713310167	undirected	NA	NA
803	9453	0.120619698657895	undirected	NA	NA
803	10037	0.154963548338643	undirected	NA	NA
803	10301	0.128307231305031	undirected	NA	NA
803	10374	0.33623461626115	undirected	NA	NA
803	10499	0.0956398916521092	undirected	NA	NA
803	10943	0.0239474994953675	undirected	NA	NA
803	11132	0.107145028257164	undirected	NA	NA
803	11201	0.076709771548537	undirected	NA	NA
803	12179	0.0798256626731579	undirected	NA	NA
803	12223	0.169299086693048	undirected	NA	NA
803	12553	0.182152953793408	undirected	NA	NA
803	13220	0.138543857507501	undirected	NA	NA
803	14159	0.0875274262794076	undirected	NA	NA
803	14509	0.0789340760535965	undirected	NA	NA
803	14552	0.038679967525905	undirected	NA	NA
803	15091	0.310248420626501	undirected	NA	NA
803	15117	0.068694744591241	undirected	NA	NA
890	1363	0.177713403513656	undirected	NA	NA
890	1531	0.101856229836653	undirected	NA	NA
890	1618	0.176714954843512	undirected	NA	NA
890	1658	0.227815266707356	undirected	NA	NA
890	2067	0.205057562892398	undirected	NA	NA
890	2462	0.146260192846481	undirected	NA	NA
890	2683	0.212806310105199	undirected	NA	NA
890	2889	0.171768934991392	undirected	NA	NA
890	3256	0.1211402082627	undirected	NA	NA
890	3487	0.188764646908875	undirected	NA	NA
890	3682	0.208999029077722	undirected	NA	NA
890	3756	0.212422138936045	undirected	NA	NA
890	3912	0.215465945412245	undirected	NA	NA
890	4652	0.151557022208566	undirected	NA	NA
890	4829	0.219427598009257	undirected	NA	NA
890	5248	0.227393958349338	undirected	NA	NA
890	5396	0.140157903565615	undirected	NA	NA
890	5407	0.180338939791091	undirected	NA	NA
890	5932	0.143710210384595	undirected	NA	NA
890	5979	0.189758086083544	undirected	NA	NA
890	6014	0.249795385631128	undirected	NA	NA
890	6064	0.263026055735607	undirected	NA	NA
890	6312	0.231061923383159	undirected	NA	NA
890	6992	0.159429028937842	undirected	NA	NA
890	6996	0.200033026420248	undirected	NA	NA
890	7078	0.254551211255493	undirected	NA	NA
890	7275	0.203419674528354	undirected	NA	NA
890	7630	0.125693990388376	undirected	NA	NA
890	8046	0.20693304662481	undirected	NA	NA
890	8214	0.177740020697253	undirected	NA	NA
890	8228	0.113248564032427	undirected	NA	NA
890	8424	0.0187334982105574	undirected	NA	NA
890	8496	0.168556940472241	undirected	NA	NA
890	9038	0.0876486156153688	undirected	NA	NA
890	9453	0.195557949182524	undirected	NA	NA
890	10037	0.166494788764099	undirected	NA	NA
890	10301	0.145045601856538	undirected	NA	NA
890	10374	0.112248866626556	undirected	NA	NA
890	10499	0.214572442318817	undirected	NA	NA
890	10943	0.0273494670902623	undirected	NA	NA
890	11132	0.223702525469161	undirected	NA	NA
890	11201	0.115777589183129	undirected	NA	NA
890	12179	0.0377208085257313	undirected	NA	NA
890	12223	0.143645321989789	undirected	NA	NA
890	12553	0.16984410131033	undirected	NA	NA
890	13220	0.0638508264950208	undirected	NA	NA
890	14159	0.236836025998205	undirected	NA	NA
890	14509	0.143035032283171	undirected	NA	NA
890	14552	0.11463594833544	undirected	NA	NA
890	15091	0.142932120268419	undirected	NA	NA
890	15117	0.211846289880856	undirected	NA	NA
1363	1531	0.106119266952255	undirected	NA	NA
1363	1618	0.292832343214077	undirected	NA	NA
1363	1658	0.178827624654862	undirected	NA	NA
1363	2067	0.264305287237128	undirected	NA	NA
1363	2462	0.30518229985292	undirected	NA	NA
1363	2683	0.314528435520318	undirected	NA	NA
1363	2889	0.328613425635516	undirected	NA	NA
1363	3256	0.323468833703196	undirected	NA	NA
1363	3487	0.164040478759209	undirected	NA	NA
1363	3682	0.286376173010657	undirected	NA	NA
1363	3756	0.298533469761216	undirected	NA	NA
1363	3912	0.134629877553527	undirected	NA	NA
1363	4652	0.35832783111274	undirected	NA	NA
1363	4829	0.293445249248832	undirected	NA	NA
1363	5248	0.250514948709439	undirected	NA	NA
1363	5396	0.307071004277602	undirected	NA	NA
1363	5407	0.15068495450207	undirected	NA	NA
1363	5932	0.35583179535811	undirected	NA	NA
1363	5979	0.204015131250355	undirected	NA	NA
1363	6014	0.250934987802844	undirected	NA	NA
1363	6064	0.207766688717544	undirected	NA	NA
1363	6312	0.234488325958197	undirected	NA	NA
1363	6992	0.161418139998169	undirected	NA	NA
1363	6996	0.114020496686597	undirected	NA	NA
1363	7078	0.290088079788013	undirected	NA	NA
1363	7275	0.128851441258223	undirected	NA	NA
1363	7630	0.293574306286541	undirected	NA	NA
1363	8046	0.305338284679507	undirected	NA	NA
1363	8214	0.110894078776699	undirected	NA	NA
1363	8228	0.318255726920024	undirected	NA	NA
1363	8424	0.0246685380283327	undirected	NA	NA
1363	8496	0.177049817232853	undirected	NA	NA
1363	9038	0.077052101738624	undirected	NA	NA
1363	9453	0.243754573086028	undirected	NA	NA
1363	10037	0.270495099358742	undirected	NA	NA
1363	10301	0.222305955033802	undirected	NA	NA
1363	10374	0.293295034794168	undirected	NA	NA
1363	10499	0.246402530500323	undirected	NA	NA
1363	10943	0.0402683988390342	undirected	NA	NA
1363	11132	0.236206735273437	undirected	NA	NA
1363	11201	0.205093594362462	undirected	NA	NA
1363	12179	0.0643464181494015	undirected	NA	NA
1363	12223	0.291835679309727	undirected	NA	NA
1363	12553	0.31729504014408	undirected	NA	NA
1363	13220	0.27147141207655	undirected	NA	NA
1363	14159	0.191792561618753	undirected	NA	NA
1363	14509	0.248838028378339	undirected	NA	NA
1363	14552	0.133447930164891	undirected	NA	NA
1363	15091	0.301581970658788	undirected	NA	NA
1363	15117	0.135619167901703	undirected	NA	NA
1531	1618	0.215027104286297	undirected	NA	NA
1531	1658	0.245449714466871	undirected	NA	NA
1531	2067	0.12786988635459	undirected	NA	NA
1531	2462	0.0706266688767229	undirected	NA	NA
1531	2683	0.211519753678829	undirected	NA	NA
1531	2889	0.0938954970464312	undirected	NA	NA
1531	3256	0.0649850355522411	undirected	NA	NA
1531	3487	0.0416571617715344	undirected	NA	NA
1531	3682	0.0737899272922071	undirected	NA	NA
1531	3756	0.0619982054123311	undirected	NA	NA
1531	3912	0.262908877050901	undirected	NA	NA
1531	4652	0.0681424421803108	undirected	NA	NA
1531	4829	0.077430232096195	undirected	NA	NA
1531	5248	0.104187101180035	undirected	NA	NA
1531	5396	0.134811362480764	undirected	NA	NA
1531	5407	0.101212899901542	undirected	NA	NA
1531	5932	0.0574564538608738	undirected	NA	NA
1531	5979	0.0347753013021978	undirected	NA	NA
1531	6014	0.17133740014016	undirected	NA	NA
1531	6064	0.12939005781277	undirected	NA	NA
1531	6312	0.220060524655649	undirected	NA	NA
1531	6992	0.161224088923854	undirected	NA	NA
1531	6996	0.0455805068698846	undirected	NA	NA
1531	7078	0.134467198022873	undirected	NA	NA
1531	7275	0.217828155926569	undirected	NA	NA
1531	7630	0.0655024462816462	undirected	NA	NA
1531	8046	0.10533049831499	undirected	NA	NA
1531	8214	0.184735484140576	undirected	NA	NA
1531	8228	0.110051108372858	undirected	NA	NA
1531	8424	0.0516922913402881	undirected	NA	NA
1531	8496	0.0823660968874174	undirected	NA	NA
1531	9038	0.156859664314562	undirected	NA	NA
1531	9453	0.166121915545862	undirected	NA	NA
1531	10037	0.171826261139367	undirected	NA	NA
1531	10301	0.0854912999246129	undirected	NA	NA
1531	10374	0.0415598046376329	undirected	NA	NA
1531	10499	0.214805175956813	undirected	NA	NA
1531	10943	0.0388108859768391	undirected	NA	NA
1531	11132	0.250924670472694	undirected	NA	NA
1531	11201	0.162482965875578	undirected	NA	NA
1531	12179	0.0288593503341526	undirected	NA	NA
1531	12223	0.154451311396277	undirected	NA	NA
1531	12553	0.169958989925357	undirected	NA	NA
1531	13220	0.0233763317751986	undirected	NA	NA
1531	14159	0.0801843173394785	undirected	NA	NA
1531	14509	0.181844533102513	undirected	NA	NA
1531	14552	0.197499767290411	undirected	NA	NA
1531	15091	0.0889515987200012	undirected	NA	NA
1531	15117	0.0453746982394843	undirected	NA	NA
1618	1658	0.22915459974812	undirected	NA	NA
1618	2067	0.274236397128728	undirected	NA	NA
1618	2462	0.255588557823049	undirected	NA	NA
1618	2683	0.317959659725325	undirected	NA	NA
1618	2889	0.292110427430764	undirected	NA	NA
1618	3256	0.214449540371631	undirected	NA	NA
1618	3487	0.136485873145374	undirected	NA	NA
1618	3682	0.243393991484068	undirected	NA	NA
1618	3756	0.275736467245878	undirected	NA	NA
1618	3912	0.193921902145445	undirected	NA	NA
1618	4652	0.238991161640583	undirected	NA	NA
1618	4829	0.254201752405059	undirected	NA	NA
1618	5248	0.202960110493328	undirected	NA	NA
1618	5396	0.284232571953914	undirected	NA	NA
1618	5407	0.179130767709063	undirected	NA	NA
1618	5932	0.225413076372224	undirected	NA	NA
1618	5979	0.131234970776711	undirected	NA	NA
1618	6014	0.289116542720029	undirected	NA	NA
1618	6064	0.259365608338325	undirected	NA	NA
1618	6312	0.266178283251481	undirected	NA	NA
1618	6992	0.225563180747186	undirected	NA	NA
