nodeName	altName	nodeAttr[nodesPresent, ]
c24	NA	black
c38	NA	black
ORF01752	NA	black
ORF02066	NA	black
ORF02571	NA	black
ORF02791	NA	black
ORF03049	NA	black
ORF03118	NA	black
ORFD0052	NA	black
ORFD0281	NA	black
Rv0056	NA	black
Rv0082	NA	black
Rv0103c	NA	black
Rv0105c	NA	black
Rv0353	NA	black
Rv0379	NA	black
Rv0392c	NA	black
Rv0404	NA	black
Rv0413	NA	black
Rv0458	NA	black
Rv0561c	NA	black
Rv0563	NA	black
Rv0643c	NA	black
Rv0714	NA	black
Rv0715	NA	black
Rv0733	NA	black
Rv0796	NA	black
Rv0824c	NA	black
Rv0847	NA	black
Rv0848	NA	black
Rv0871	NA	black
Rv0898c	NA	black
Rv0918	NA	black
Rv1023	NA	black
Rv1154c	NA	black
Rv1195	NA	black
Rv1255c	NA	black
Rv1430	NA	black
Rv1437	NA	black
Rv1566c	NA	black
Rv1597	NA	black
Rv1813c	NA	black
Rv1980c	NA	black
Rv2245	NA	black
Rv2272	NA	black
Rv2348c	NA	black
Rv2373c	NA	black
Rv2390c	NA	black
Rv2429	NA	black
Rv2542	NA	black
Rv2545	NA	black
Rv2564	NA	black
Rv2754c	NA	black
Rv2760c	NA	black
Rv2775	NA	black
Rv2783c	NA	black
Rv3024c	NA	black
Rv3083	NA	black
Rv3114	NA	black
Rv3124	NA	black
Rv3132c	NA	black
Rv3135	NA	black
Rv3171c	NA	black
Rv3177	NA	black
Rv3181c	NA	black
Rv3278c	NA	black
Rv3326	NA	black
Rv3339c	NA	black
Rv3832c	NA	black
Rv3841	NA	black
Rv3852	NA	black
