nodeName	altName	nodeAttr[nodesPresent, ]
c155	NA	blue
c229	NA	blue
c7	NA	blue
c91	NA	blue
ORF00010	NA	blue
ORF00059	NA	blue
ORF00090	NA	blue
ORF00116	NA	blue
ORF00122	NA	blue
ORF00230	NA	blue
ORF00314	NA	blue
ORF00329	NA	blue
ORF00433	NA	blue
ORF00484	NA	blue
ORF00680	NA	blue
ORF00753	NA	blue
ORF00832	NA	blue
ORF00915	NA	blue
ORF01236	NA	blue
ORF01318	NA	blue
ORF01392.2	NA	blue
ORF01418	NA	blue
ORF01494	NA	blue
ORF01536	NA	blue
ORF01546	NA	blue
ORF01611	NA	blue
ORF01612	NA	blue
ORF01691	NA	blue
ORF01816	NA	blue
ORF01880	NA	blue
ORF01981	NA	blue
ORF02072	NA	blue
ORF02589	NA	blue
ORF02917	NA	blue
ORF02992	NA	blue
ORF03079	NA	blue
ORF03080	NA	blue
ORF03093	NA	blue
ORF03108	NA	blue
ORF03310	NA	blue
ORF03323	NA	blue
ORF03463	NA	blue
ORF03593	NA	blue
ORF03621	NA	blue
ORF03736.2	NA	blue
ORF03807	NA	blue
ORF03834	NA	blue
ORF03865	NA	blue
ORF03952	NA	blue
ORF04001	NA	blue
ORF04002	NA	blue
ORF04110	NA	blue
ORF04118	NA	blue
ORF04174	NA	blue
ORF04343	NA	blue
ORF04431	NA	blue
ORF04443	NA	blue
ORF04654	NA	blue
ORF04932	NA	blue
ORF05235	NA	blue
ORF05284	NA	blue
ORF05444	NA	blue
ORF05528	NA	blue
ORF05543	NA	blue
ORF05555	NA	blue
ORF05589	NA	blue
ORF05703	NA	blue
ORF05719	NA	blue
ORF05723	NA	blue
ORF05856	NA	blue
ORF05917	NA	blue
ORF06004	NA	blue
ORF06006	NA	blue
ORF06074	NA	blue
ORF06092	NA	blue
ORF06096	NA	blue
ORF06111	NA	blue
ORF06120	NA	blue
ORF08252	NA	blue
ORF08404	NA	blue
ORF08405	NA	blue
ORF08407	NA	blue
ORF08416	NA	blue
ORFD0008	NA	blue
ORFD0022	NA	blue
ORFD0023	NA	blue
ORFD0025	NA	blue
ORFD0032	NA	blue
ORFD0036	NA	blue
ORFD0043	NA	blue
ORFD0060	NA	blue
ORFD0070	NA	blue
ORFD0084	NA	blue
ORFD0086	NA	blue
ORFD0093	NA	blue
ORFD0098	NA	blue
ORFD0102	NA	blue
ORFD0122	NA	blue
ORFD0123	NA	blue
ORFD0140	NA	blue
ORFD0167	NA	blue
ORFD0169	NA	blue
ORFD0179	NA	blue
ORFD0199	NA	blue
ORFD0221	NA	blue
ORFD0224	NA	blue
ORFD0228	NA	blue
ORFD0232	NA	blue
ORFD0246	NA	blue
ORFD0249	NA	blue
ORFD0250	NA	blue
ORFD0302	NA	blue
ORFD0310.1	NA	blue
ORFD0320	NA	blue
ORFD0324	NA	blue
ORFD0327	NA	blue
ORFD0353	NA	blue
ORFD0354	NA	blue
ORFD0355	NA	blue
ORFD0367	NA	blue
ORFD0385	NA	blue
ORFD0392	NA	blue
Rv0001	NA	blue
Rv0005	NA	blue
Rv0011c	NA	blue
Rv0013	NA	blue
Rv0015c	NA	blue
Rv0017c	NA	blue
Rv0018c	NA	blue
Rv0021c	NA	blue
Rv0029	NA	blue
Rv0031	NA	blue
Rv0033	NA	blue
Rv0035	NA	blue
Rv0037c	NA	blue
Rv0041	NA	blue
Rv0043c	NA	blue
Rv0044c	NA	blue
Rv0047c	NA	blue
Rv0048c	NA	blue
Rv0049	NA	blue
Rv0058	NA	blue
Rv0061	NA	blue
Rv0063	NA	blue
Rv0064	NA	blue
Rv0065	NA	blue
Rv0067c	NA	blue
Rv0069c	NA	blue
Rv0071	NA	blue
Rv0072	NA	blue
Rv0083	NA	blue
Rv0085	NA	blue
Rv0086	NA	blue
Rv0089	NA	blue
Rv0090	NA	blue
Rv0091	NA	blue
Rv0094c	NA	blue
Rv0096	NA	blue
Rv0101	NA	blue
Rv0110	NA	blue
Rv0112	NA	blue
Rv0113	NA	blue
Rv0114	NA	blue
Rv0115	NA	blue
Rv0116c	NA	blue
Rv0118c	NA	blue
Rv0119	NA	blue
Rv0120c	NA	blue
Rv0139	NA	blue
Rv0144	NA	blue
Rv0164	NA	blue
Rv0166	NA	blue
Rv0181c	NA	blue
Rv0183	NA	blue
Rv0184	NA	blue
Rv0186	NA	blue
Rv0192	NA	blue
Rv0195	NA	blue
Rv0197	NA	blue
Rv0199	NA	blue
Rv0201c	NA	blue
Rv0203	NA	blue
Rv0205	NA	blue
Rv0206c	NA	blue
Rv0207c	NA	blue
Rv0208c	NA	blue
Rv0210	NA	blue
Rv0212c	NA	blue
Rv0214	NA	blue
Rv0216	NA	blue
Rv0230c	NA	blue
Rv0232	NA	blue
Rv0236c	NA	blue
Rv0238	NA	blue
Rv0246	NA	blue
Rv0247c	NA	blue
Rv0249c	NA	blue
Rv0251c	NA	blue
Rv0259c	NA	blue
Rv0261c	NA	blue
Rv0262c	NA	blue
Rv0264c	NA	blue
Rv0265c	NA	blue
Rv0271c	NA	blue
Rv0277c	NA	blue
Rv0278c	NA	blue
Rv0280	NA	blue
Rv0284	NA	blue
Rv0286	NA	blue
Rv0297	NA	blue
Rv0301	NA	blue
Rv0302	NA	blue
Rv0305c	NA	blue
Rv0306	NA	blue
Rv0307c	NA	blue
Rv0308	NA	blue
Rv0319	NA	blue
Rv0327c	NA	blue
Rv0328	NA	blue
Rv0329c	NA	blue
Rv0330c	NA	blue
Rv0331	NA	blue
Rv0332	NA	blue
Rv0333	NA	blue
Rv0334	NA	blue
Rv0345	NA	blue
Rv0356c	NA	blue
Rv0357c	NA	blue
Rv0359	NA	blue
Rv0361	NA	blue
Rv0362	NA	blue
Rv0367c	NA	blue
