nodeName	altName	nodeAttr[nodesPresent, ]
ORF01362	NA	red
ORF08402	NA	red
ORFD0386	NA	red
Rv0066c	NA	red
Rv0097	NA	red
Rv0099	NA	red
Rv0335c	NA	red
Rv0336	NA	red
Rv0349	NA	red
Rv0354c	NA	red
Rv0360c	NA	red
Rv0377	NA	red
Rv0742	NA	red
Rv0743c	NA	red
Rv0744c	NA	red
Rv0768	NA	red
Rv0984	NA	red
Rv0990c	NA	red
Rv1032c	NA	red
Rv1056	NA	red
Rv1100	NA	red
Rv1384	NA	red
Rv1457c	NA	red
Rv1462	NA	red
Rv1504c	NA	red
Rv1662	NA	red
Rv1776c	NA	red
Rv1778c	NA	red
Rv1814	NA	red
Rv1820	NA	red
Rv1840c	NA	red
Rv1842c	NA	red
Rv1846c	NA	red
Rv1861	NA	red
Rv1866	NA	red
Rv1885c	NA	red
Rv1889c	NA	red
Rv1927	NA	red
Rv2004c	NA	red
Rv2248	NA	red
Rv2249c	NA	red
Rv2270	NA	red
Rv2320c	NA	red
Rv2353c	NA	red
Rv2495c	NA	red
Rv2516c	NA	red
Rv2519	NA	red
Rv2565	NA	red
Rv2567	NA	red
Rv2607	NA	red
Rv2629	NA	red
Rv2654c	NA	red
Rv2678c	NA	red
Rv2682c	NA	red
Rv2815c	NA	red
Rv2973c	NA	red
Rv2974c	NA	red
Rv2975c	NA	red
Rv3016	NA	red
Rv3020c	NA	red
Rv3064c	NA	red
Rv3147	NA	red
Rv3328c	NA	red
Rv3335c	NA	red
Rv3463	NA	red
Rv3481c	NA	red
Rv3529c	NA	red
Rv3662c	NA	red
Rv3687c	NA	red
Rv3705c	NA	red
Rv3737	NA	red
Rv3768	NA	red
Rv3834c	NA	red
Rv3836	NA	red
Rv3840	NA	red
Rv3871	NA	red
Rv3921c	NA	red
