fromNode	toNode	weight	direction	fromAltName	toAltName
c24	c38	0.31922344413881	undirected	NA	NA
c24	ORF01752	0.521898364931537	undirected	NA	NA
c24	ORF02066	0.553921655880898	undirected	NA	NA
c24	ORF02571	0.328780740161945	undirected	NA	NA
c24	ORF02791	0.360815542003408	undirected	NA	NA
c24	ORF03049	0.463876602428796	undirected	NA	NA
c24	ORF03118	0.466033406231659	undirected	NA	NA
c24	ORFD0052	0.436913096137363	undirected	NA	NA
c24	ORFD0281	0.433175681037814	undirected	NA	NA
c24	Rv0056	0.604682394956131	undirected	NA	NA
c24	Rv0082	0.438812988305781	undirected	NA	NA
c24	Rv0103c	0.465033353336443	undirected	NA	NA
c24	Rv0105c	0.404774603762553	undirected	NA	NA
c24	Rv0353	0.394645849539195	undirected	NA	NA
c24	Rv0379	0.457315990583907	undirected	NA	NA
c24	Rv0392c	0.563439349390301	undirected	NA	NA
c24	Rv0404	0.477889442655874	undirected	NA	NA
c24	Rv0413	0.558306244530613	undirected	NA	NA
c24	Rv0458	0.605865221851953	undirected	NA	NA
c24	Rv0561c	0.555956062362296	undirected	NA	NA
c24	Rv0563	0.465687731552028	undirected	NA	NA
c24	Rv0643c	0.478968258396623	undirected	NA	NA
c24	Rv0714	0.347623661680079	undirected	NA	NA
c24	Rv0715	0.538952600943954	undirected	NA	NA
c24	Rv0733	0.395905041568836	undirected	NA	NA
c24	Rv0796	0.490176797674673	undirected	NA	NA
c24	Rv0824c	0.431351418724783	undirected	NA	NA
c24	Rv0847	0.367212202116315	undirected	NA	NA
c24	Rv0848	0.452219818070209	undirected	NA	NA
c24	Rv0871	0.583203316290339	undirected	NA	NA
c24	Rv0898c	0.570798491173491	undirected	NA	NA
c24	Rv0918	0.5799856091931	undirected	NA	NA
c24	Rv1023	0.487326845566501	undirected	NA	NA
c24	Rv1154c	0.496138296475343	undirected	NA	NA
c24	Rv1195	0.370650617707095	undirected	NA	NA
c24	Rv1255c	0.58546289106038	undirected	NA	NA
c24	Rv1430	0.598521692713353	undirected	NA	NA
c24	Rv1437	0.497103086663964	undirected	NA	NA
