nodeName	altName	nodeAttr[nodesPresent, ]
ORF00363	NA	greenyellow
ORF03344	NA	greenyellow
ORF05167	NA	greenyellow
Rv0258c	NA	greenyellow
Rv0409	NA	greenyellow
Rv0823c	NA	greenyellow
Rv0827c	NA	greenyellow
Rv0859	NA	greenyellow
Rv1377c	NA	greenyellow
Rv1540	NA	greenyellow
Rv1542c	NA	greenyellow
Rv1594	NA	greenyellow
Rv1610	NA	greenyellow
Rv1928c	NA	greenyellow
Rv1945	NA	greenyellow
Rv1950c	NA	greenyellow
Rv1996	NA	greenyellow
Rv2091c	NA	greenyellow
Rv2143	NA	greenyellow
Rv2479c	NA	greenyellow
Rv2483c	NA	greenyellow
Rv2557	NA	greenyellow
Rv2694c	NA	greenyellow
Rv2698	NA	greenyellow
Rv2700	NA	greenyellow
Rv2750	NA	greenyellow
Rv2769c	NA	greenyellow
Rv3313c	NA	greenyellow
Rv3763	NA	greenyellow
Rv3917c	NA	greenyellow
